Date,Price,Open,High,Low,Change
1985-05-11,0.7146,0.7146,0.7146,0.7146,0.34
1985-05-12,0.7146,0.7146,0.7146,0.7146,0.34
1985-05-13,0.7212,0.7212,0.7212,0.7212,0.92
1985-05-14,0.7287,0.7287,0.7287,0.7287,1.04
1985-05-15,0.7248,0.7248,0.7248,0.7248,-0.54
1985-05-16,0.7184,0.7184,0.7184,0.7184,-0.88
1985-05-17,0.7228,0.7228,0.7228,0.7228,0.61
1985-05-18,0.7228,0.7228,0.7228,0.7228,0.61
1985-05-19,0.7228,0.7228,0.7228,0.7228,0.61
1985-05-20,0.735,0.735,0.735,0.735,1.69
1985-05-21,0.7233,0.7233,0.7233,0.7233,-1.59
1985-05-22,0.725,0.725,0.725,0.725,0.24
1985-05-23,0.7193,0.7193,0.7193,0.7193,-0.79
1985-05-24,0.7203,0.7203,0.7203,0.7203,0.14
1985-05-25,0.7203,0.7203,0.7203,0.7203,0.14
1985-05-26,0.7203,0.7203,0.7203,0.7203,0.14
1985-05-27,0.7203,0.7203,0.7203,0.7203,0.14
1985-05-28,0.7154,0.7154,0.7154,0.7154,-0.68
1985-05-29,0.7207,0.7207,0.7207,0.7207,0.74
1985-05-30,0.7221,0.7221,0.7221,0.7221,0.19
1985-05-31,0.7279,0.7279,0.7279,0.7279,0.8
1985-06-01,0.7279,0.7279,0.7279,0.7279,0.8
1985-06-02,0.7279,0.7279,0.7279,0.7279,0.8
1985-06-03,0.7289,0.7289,0.7289,0.7289,0.14
1985-06-04,0.7306,0.7306,0.7306,0.7306,0.23
1985-06-05,0.7244,0.7244,0.7244,0.7244,-0.85
1985-06-06,0.728,0.728,0.728,0.728,0.5
1985-06-07,0.7231,0.7231,0.7231,0.7231,-0.67
1985-06-08,0.7231,0.7231,0.7231,0.7231,-0.67
1985-06-09,0.7231,0.7231,0.7231,0.7231,-0.67
1985-06-10,0.7177,0.7177,0.7177,0.7177,-0.75
1985-06-11,0.7217,0.7217,0.7217,0.7217,0.56
1985-06-12,0.721,0.721,0.721,0.721,-0.1
1985-06-13,0.7185,0.7185,0.7185,0.7185,-0.35
1985-06-14,0.7262,0.7262,0.7262,0.7262,1.07
1985-06-15,0.7262,0.7262,0.7262,0.7262,1.07
1985-06-16,0.7262,0.7262,0.7262,0.7262,1.07
1985-06-17,0.7251,0.7251,0.7251,0.7251,-0.15
1985-06-18,0.7318,0.7318,0.7318,0.7318,0.92
1985-06-19,0.7365,0.7365,0.7365,0.7365,0.64
1985-06-20,0.7236,0.7236,0.7236,0.7236,-1.75
1985-06-21,0.7239,0.7239,0.7239,0.7239,0.04
1985-06-22,0.7239,0.7239,0.7239,0.7239,0.04
1985-06-23,0.7239,0.7239,0.7239,0.7239,0.04
1985-06-24,0.7252,0.7252,0.7252,0.7252,0.18
1985-06-25,0.7244,0.7244,0.7244,0.7244,-0.11
1985-06-26,0.7302,0.7302,0.7302,0.7302,0.8
1985-06-27,0.7283,0.7283,0.7283,0.7283,-0.26
1985-06-28,0.7352,0.7352,0.7352,0.7352,0.95
1985-06-29,0.7352,0.7352,0.7352,0.7352,0.95
1985-06-30,0.7352,0.7352,0.7352,0.7352,0.95
1985-07-01,0.7324,0.7324,0.7324,0.7324,-0.38
1985-07-02,0.7293,0.7293,0.7293,0.7293,-0.42
1985-07-03,0.7335,0.7335,0.7335,0.7335,0.58
1985-07-04,0.7331,0.7331,0.7331,0.7331,-0.05
1985-07-05,0.7377,0.7377,0.7377,0.7377,0.63
1985-07-06,0.7377,0.7377,0.7377,0.7377,0.63
1985-07-07,0.7377,0.7377,0.7377,0.7377,0.63
1985-07-08,0.7406,0.7406,0.7406,0.7406,0.39
1985-07-09,0.7511,0.7511,0.7511,0.7511,1.42
1985-07-10,0.7565,0.7565,0.7565,0.7565,0.72
1985-07-11,0.7572,0.7572,0.7572,0.7572,0.09
1985-07-12,0.7683,0.7683,0.7683,0.7683,1.47
1985-07-13,0.7683,0.7683,0.7683,0.7683,1.47
1985-07-14,0.7683,0.7683,0.7683,0.7683,1.47
1985-07-15,0.7699,0.7699,0.7699,0.7699,0.21
1985-07-16,0.7704,0.7704,0.7704,0.7704,0.06
1985-07-17,0.7826,0.7826,0.7826,0.7826,1.58
1985-07-18,0.7731,0.7731,0.7731,0.7731,-1.21
1985-07-19,0.7654,0.7654,0.7654,0.7654,-1
1985-07-20,0.7654,0.7654,0.7654,0.7654,-1
1985-07-21,0.7654,0.7654,0.7654,0.7654,-1
1985-07-22,0.7631,0.7631,0.7631,0.7631,-0.3
1985-07-23,0.7762,0.7762,0.7762,0.7762,1.72
1985-07-24,0.7663,0.7663,0.7663,0.7663,-1.28
1985-07-25,0.7688,0.7688,0.7688,0.7688,0.33
1985-07-26,0.7664,0.7664,0.7664,0.7664,-0.31
1985-07-27,0.7664,0.7664,0.7664,0.7664,-0.31
1985-07-28,0.7664,0.7664,0.7664,0.7664,-0.31
1985-07-29,0.7812,0.7812,0.7812,0.7812,1.93
1985-07-30,0.782,0.782,0.782,0.782,0.1
1985-07-31,0.7865,0.7865,0.7865,0.7865,0.58
1985-08-01,0.7805,0.7805,0.7805,0.7805,-0.76
1985-08-02,0.7794,0.7794,0.7794,0.7794,-0.14
1985-08-03,0.7794,0.7794,0.7794,0.7794,-0.14
1985-08-04,0.7794,0.7794,0.7794,0.7794,-0.14
1985-08-05,0.7797,0.7797,0.7797,0.7797,0.04
1985-08-06,0.7736,0.7736,0.7736,0.7736,-0.78
1985-08-07,0.776,0.776,0.776,0.776,0.31
1985-08-08,0.7762,0.7762,0.7762,0.7762,0.03
1985-08-09,0.7761,0.7761,0.7761,0.7761,-0.01
1985-08-10,0.7761,0.7761,0.7761,0.7761,-0.01
1985-08-11,0.7761,0.7761,0.7761,0.7761,-0.01
1985-08-12,0.7851,0.7851,0.7851,0.7851,1.16
1985-08-13,0.7911,0.7911,0.7911,0.7911,0.76
1985-08-14,0.7875,0.7875,0.7875,0.7875,-0.46
1985-08-15,0.7929,0.7929,0.7929,0.7929,0.69
1985-08-16,0.7971,0.7971,0.7971,0.7971,0.53
1985-08-17,0.7971,0.7971,0.7971,0.7971,0.53
1985-08-18,0.7971,0.7971,0.7971,0.7971,0.53
1985-08-19,0.7961,0.7961,0.7961,0.7961,-0.13
1985-08-20,0.7904,0.7904,0.7904,0.7904,-0.72
1985-08-21,0.7913,0.7913,0.7913,0.7913,0.11
1985-08-22,0.8024,0.8024,0.8024,0.8024,1.4
1985-08-23,0.8008,0.8008,0.8008,0.8008,-0.2
1985-08-24,0.8008,0.8008,0.8008,0.8008,-0.2
1985-08-25,0.8008,0.8008,0.8008,0.8008,-0.2
1985-08-26,0.8008,0.8008,0.8008,0.8008,-0.2
1985-08-27,0.7905,0.7905,0.7905,0.7905,-1.29
1985-08-28,0.7937,0.7937,0.7937,0.7937,0.4
1985-08-29,0.7906,0.7906,0.7906,0.7906,-0.39
1985-08-30,0.7843,0.7843,0.7843,0.7843,-0.8
1985-08-31,0.7843,0.7843,0.7843,0.7843,-0.8
1985-09-01,0.7843,0.7843,0.7843,0.7843,-0.8
1985-09-02,0.7766,0.7766,0.7766,0.7766,-0.98
1985-09-03,0.7712,0.7712,0.7712,0.7712,-0.7
1985-09-04,0.7721,0.7721,0.7721,0.7721,0.12
1985-09-05,0.7722,0.7722,0.7722,0.7722,0.01
1985-09-06,0.7527,0.7527,0.7527,0.7527,-2.53
1985-09-07,0.7527,0.7527,0.7527,0.7527,-2.53
1985-09-08,0.7527,0.7527,0.7527,0.7527,-2.53
1985-09-09,0.7493,0.7493,0.7493,0.7493,-0.45
1985-09-10,0.7503,0.7503,0.7503,0.7503,0.13
1985-09-11,0.7447,0.7447,0.7447,0.7447,-0.75
1985-09-12,0.7466,0.7466,0.7466,0.7466,0.26
1985-09-13,0.7575,0.7575,0.7575,0.7575,1.46
1985-09-14,0.7575,0.7575,0.7575,0.7575,1.46
1985-09-15,0.7575,0.7575,0.7575,0.7575,1.46
1985-09-16,0.7582,0.7582,0.7582,0.7582,0.09
1985-09-17,0.7656,0.7656,0.7656,0.7656,0.98
1985-09-18,0.7601,0.7601,0.7601,0.7601,-0.72
1985-09-19,0.7565,0.7565,0.7565,0.7565,-0.47
1985-09-20,0.7692,0.7692,0.7692,0.7692,1.68
1985-09-21,0.7692,0.7692,0.7692,0.7692,1.68
1985-09-22,0.7692,0.7692,0.7692,0.7692,1.68
1985-09-23,0.8064,0.8064,0.8064,0.8064,4.84
1985-09-24,0.8053,0.8053,0.8053,0.8053,-0.14
1985-09-25,0.8073,0.8073,0.8073,0.8073,0.25
1985-09-26,0.8231,0.8231,0.8231,0.8231,1.96
1985-09-27,0.8173,0.8173,0.8173,0.8173,-0.7
1985-09-28,0.8173,0.8173,0.8173,0.8173,-0.7
1985-09-29,0.8173,0.8173,0.8173,0.8173,-0.7
1985-09-30,0.8183,0.8183,0.8183,0.8183,0.12
1985-10-01,0.8223,0.8223,0.8223,0.8223,0.49
1985-10-02,0.8296,0.8296,0.8296,0.8296,0.89
1985-10-03,0.8286,0.8286,0.8286,0.8286,-0.12
1985-10-04,0.8358,0.8358,0.8358,0.8358,0.87
1985-10-05,0.8358,0.8358,0.8358,0.8358,0.87
1985-10-06,0.8358,0.8358,0.8358,0.8358,0.87
1985-10-07,0.8297,0.8297,0.8297,0.8297,-0.73
1985-10-08,0.8284,0.8284,0.8284,0.8284,-0.16
1985-10-09,0.8293,0.8293,0.8293,0.8293,0.11
1985-10-10,0.8256,0.8256,0.8256,0.8256,-0.45
1985-10-11,0.8237,0.8237,0.8237,0.8237,-0.23
1985-10-12,0.8237,0.8237,0.8237,0.8237,-0.23
1985-10-13,0.8237,0.8237,0.8237,0.8237,-0.23
1985-10-14,0.8243,0.8243,0.8243,0.8243,0.07
1985-10-15,0.8235,0.8235,0.8235,0.8235,-0.1
1985-10-16,0.8179,0.8179,0.8179,0.8179,-0.68
1985-10-17,0.8281,0.8281,0.8281,0.8281,1.25
1985-10-18,0.8304,0.8304,0.8304,0.8304,0.28
1985-10-19,0.8304,0.8304,0.8304,0.8304,0.28
1985-10-20,0.8304,0.8304,0.8304,0.8304,0.28
1985-10-21,0.8309,0.8309,0.8309,0.8309,0.06
1985-10-22,0.8304,0.8304,0.8304,0.8304,-0.06
1985-10-23,0.8298,0.8298,0.8298,0.8298,-0.07
1985-10-24,0.827,0.827,0.827,0.827,-0.34
1985-10-25,0.8283,0.8283,0.8283,0.8283,0.16
1985-10-26,0.8283,0.8283,0.8283,0.8283,0.16
1985-10-27,0.8283,0.8283,0.8283,0.8283,0.16
1985-10-28,0.829,0.829,0.829,0.829,0.08
1985-10-29,0.8344,0.8344,0.8344,0.8344,0.65
1985-10-30,0.836,0.836,0.836,0.836,0.19
1985-10-31,0.8386,0.8386,0.8386,0.8386,0.31
1985-11-01,0.8384,0.8384,0.8384,0.8384,-0.02
1985-11-02,0.8384,0.8384,0.8384,0.8384,-0.02
1985-11-03,0.8384,0.8384,0.8384,0.8384,-0.02
1985-11-04,0.8425,0.8425,0.8425,0.8425,0.49
1985-11-05,0.8398,0.8398,0.8398,0.8398,-0.32
1985-11-06,0.8421,0.8421,0.8421,0.8421,0.27
1985-11-07,0.8392,0.8392,0.8392,0.8392,-0.34
1985-11-08,0.8348,0.8348,0.8348,0.8348,-0.52
1985-11-09,0.8348,0.8348,0.8348,0.8348,-0.52
1985-11-10,0.8348,0.8348,0.8348,0.8348,-0.52
1985-11-11,0.8342,0.8342,0.8342,0.8342,-0.07
1985-11-12,0.8349,0.8349,0.8349,0.8349,0.08
1985-11-13,0.8378,0.8378,0.8378,0.8378,0.35
1985-11-14,0.8375,0.8375,0.8375,0.8375,-0.04
1985-11-15,0.8359,0.8359,0.8359,0.8359,-0.19
1985-11-16,0.8359,0.8359,0.8359,0.8359,-0.19
1985-11-17,0.8359,0.8359,0.8359,0.8359,-0.19
1985-11-18,0.8361,0.8361,0.8361,0.8361,0.02
1985-11-19,0.8433,0.8433,0.8433,0.8433,0.86
1985-11-20,0.8394,0.8394,0.8394,0.8394,-0.46
1985-11-21,0.8441,0.8441,0.8441,0.8441,0.56
1985-11-22,0.8501,0.8501,0.8501,0.8501,0.71
1985-11-23,0.8501,0.8501,0.8501,0.8501,0.71
1985-11-24,0.8501,0.8501,0.8501,0.8501,0.71
1985-11-25,0.8542,0.8542,0.8542,0.8542,0.48
1985-11-26,0.8581,0.8581,0.8581,0.8581,0.46
1985-11-27,0.8589,0.8589,0.8589,0.8589,0.09
1985-11-28,0.8651,0.8651,0.8651,0.8651,0.72
1985-11-29,0.8693,0.8693,0.8693,0.8693,0.49
1985-11-30,0.8693,0.8693,0.8693,0.8693,0.49
1985-12-01,0.8693,0.8693,0.8693,0.8693,0.49
1985-12-02,0.8682,0.8682,0.8682,0.8682,-0.13
1985-12-03,0.8634,0.8634,0.8634,0.8634,-0.55
1985-12-04,0.8677,0.8677,0.8677,0.8677,0.5
1985-12-05,0.8652,0.8652,0.8652,0.8652,-0.29
1985-12-06,0.8642,0.8642,0.8642,0.8642,-0.12
1985-12-07,0.8642,0.8642,0.8642,0.8642,-0.12
1985-12-08,0.8642,0.8642,0.8642,0.8642,-0.12
1985-12-09,0.8636,0.8636,0.8636,0.8636,-0.07
1985-12-10,0.8607,0.8607,0.8607,0.8607,-0.34
1985-12-11,0.8584,0.8584,0.8584,0.8584,-0.27
1985-12-12,0.8666,0.8666,0.8666,0.8666,0.96
1985-12-13,0.8651,0.8651,0.8651,0.8651,-0.17
1985-12-14,0.8651,0.8651,0.8651,0.8651,-0.17
1985-12-15,0.8651,0.8651,0.8651,0.8651,-0.17
1985-12-16,0.8628,0.8628,0.8628,0.8628,-0.27
1985-12-17,0.8698,0.8698,0.8698,0.8698,0.81
1985-12-18,0.8664,0.8664,0.8664,0.8664,-0.39
1985-12-19,0.8665,0.8665,0.8665,0.8665,0.01
1985-12-20,0.8654,0.8654,0.8654,0.8654,-0.13
1985-12-21,0.8654,0.8654,0.8654,0.8654,-0.13
1985-12-22,0.8654,0.8654,0.8654,0.8654,-0.13
1985-12-23,0.869,0.869,0.869,0.869,0.42
1985-12-24,0.8687,0.8687,0.8687,0.8687,-0.03
1985-12-25,0.8687,0.8687,0.8687,0.8687,-0.03
1985-12-26,0.8687,0.8687,0.8687,0.8687,-0.03
1985-12-27,0.8796,0.8796,0.8796,0.8796,1.25
1985-12-28,0.8796,0.8796,0.8796,0.8796,1.25
1985-12-29,0.8796,0.8796,0.8796,0.8796,1.25
1985-12-30,0.8839,0.8839,0.8839,0.8839,0.49
1985-12-31,0.8902,0.8902,0.8902,0.8902,0.71
1986-01-01,0.8902,0.8902,0.8902,0.8902,0.71
1986-01-02,0.8872,0.8872,0.8872,0.8872,-0.34
1986-01-03,0.8839,0.8839,0.8839,0.8839,-0.37
1986-01-04,0.8839,0.8839,0.8839,0.8839,-0.37
1986-01-05,0.8839,0.8839,0.8839,0.8839,-0.37
1986-01-06,0.8883,0.8883,0.8883,0.8883,0.5
1986-01-07,0.8941,0.8941,0.8941,0.8941,0.65
1986-01-08,0.8896,0.8896,0.8896,0.8896,-0.5
1986-01-09,0.8856,0.8856,0.8856,0.8856,-0.45
1986-01-10,0.8904,0.8904,0.8904,0.8904,0.54
1986-01-11,0.8904,0.8904,0.8904,0.8904,0.54
1986-01-12,0.8904,0.8904,0.8904,0.8904,0.54
1986-01-13,0.8767,0.8767,0.8767,0.8767,-1.54
1986-01-14,0.8809,0.8809,0.8809,0.8809,0.48
1986-01-15,0.8861,0.8861,0.8861,0.8861,0.59
1986-01-16,0.8845,0.8845,0.8845,0.8845,-0.18
1986-01-17,0.8846,0.8846,0.8846,0.8846,0.01
1986-01-18,0.8846,0.8846,0.8846,0.8846,0.01
1986-01-19,0.8846,0.8846,0.8846,0.8846,0.01
1986-01-20,0.8811,0.8811,0.8811,0.8811,-0.4
1986-01-21,0.888,0.888,0.888,0.888,0.78
1986-01-22,0.8932,0.8932,0.8932,0.8932,0.59
1986-01-23,0.8886,0.8886,0.8886,0.8886,-0.52
1986-01-24,0.8968,0.8968,0.8968,0.8968,0.92
1986-01-25,0.8968,0.8968,0.8968,0.8968,0.92
1986-01-26,0.8968,0.8968,0.8968,0.8968,0.92
1986-01-27,0.9051,0.9051,0.9051,0.9051,0.93
1986-01-28,0.9068,0.9068,0.9068,0.9068,0.19
1986-01-29,0.9108,0.9108,0.9108,0.9108,0.44
1986-01-30,0.9139,0.9139,0.9139,0.9139,0.34
1986-01-31,0.9098,0.9098,0.9098,0.9098,-0.45
1986-02-01,0.9098,0.9098,0.9098,0.9098,-0.45
1986-02-02,0.9098,0.9098,0.9098,0.9098,-0.45
1986-02-03,0.9079,0.9079,0.9079,0.9079,-0.21
1986-02-04,0.8992,0.8992,0.8992,0.8992,-0.96
1986-02-05,0.911,0.911,0.911,0.911,1.31
1986-02-06,0.9129,0.9129,0.9129,0.9129,0.21
1986-02-07,0.9045,0.9045,0.9045,0.9045,-0.92
1986-02-08,0.9045,0.9045,0.9045,0.9045,-0.92
1986-02-09,0.9045,0.9045,0.9045,0.9045,-0.92
1986-02-10,0.9113,0.9113,0.9113,0.9113,0.75
1986-02-11,0.9156,0.9156,0.9156,0.9156,0.47
1986-02-12,0.9204,0.9204,0.9204,0.9204,0.52
1986-02-13,0.9233,0.9233,0.9233,0.9233,0.32
1986-02-14,0.9264,0.9264,0.9264,0.9264,0.34
1986-02-15,0.9264,0.9264,0.9264,0.9264,0.34
1986-02-16,0.9264,0.9264,0.9264,0.9264,0.34
1986-02-17,0.9297,0.9297,0.9297,0.9297,0.36
1986-02-18,0.9271,0.9271,0.9271,0.9271,-0.28
1986-02-19,0.9499,0.9499,0.9499,0.9499,2.46
1986-02-20,0.9432,0.9432,0.9432,0.9432,-0.71
1986-02-21,0.9431,0.9431,0.9431,0.9431,-0.01
1986-02-22,0.9431,0.9431,0.9431,0.9431,-0.01
1986-02-23,0.9431,0.9431,0.9431,0.9431,-0.01
1986-02-24,0.9499,0.9499,0.9499,0.9499,0.72
1986-02-25,0.9631,0.9631,0.9631,0.9631,1.39
1986-02-26,0.972,0.972,0.972,0.972,0.92
1986-02-27,0.9756,0.9756,0.9756,0.9756,0.37
1986-02-28,0.9744,0.9744,0.9744,0.9744,-0.12
1986-03-01,0.9744,0.9744,0.9744,0.9744,-0.12
1986-03-02,0.9744,0.9744,0.9744,0.9744,-0.12
1986-03-03,0.9765,0.9765,0.9765,0.9765,0.22
1986-03-04,0.9851,0.9851,0.9851,0.9851,0.88
1986-03-05,0.9717,0.9717,0.9717,0.9717,-1.36
1986-03-06,0.9649,0.9649,0.9649,0.9649,-0.7
1986-03-07,0.9734,0.9734,0.9734,0.9734,0.88
1986-03-08,0.9734,0.9734,0.9734,0.9734,0.88
1986-03-09,0.9734,0.9734,0.9734,0.9734,0.88
1986-03-10,0.9527,0.9527,0.9527,0.9527,-2.13
1986-03-11,0.96,0.96,0.96,0.96,0.77
1986-03-12,0.9547,0.9547,0.9547,0.9547,-0.55
1986-03-13,0.948,0.948,0.948,0.948,-0.7
1986-03-14,0.9611,0.9611,0.9611,0.9611,1.38
1986-03-15,0.9611,0.9611,0.9611,0.9611,1.38
1986-03-16,0.9611,0.9611,0.9611,0.9611,1.38
1986-03-17,0.9676,0.9676,0.9676,0.9676,0.68
1986-03-18,0.9667,0.9667,0.9667,0.9667,-0.09
1986-03-19,0.9616,0.9616,0.9616,0.9616,-0.53
1986-03-20,0.965,0.965,0.965,0.965,0.35
1986-03-21,0.9677,0.9677,0.9677,0.9677,0.28
1986-03-22,0.9677,0.9677,0.9677,0.9677,0.28
1986-03-23,0.9677,0.9677,0.9677,0.9677,0.28
1986-03-24,0.9514,0.9514,0.9514,0.9514,-1.68
1986-03-25,0.9301,0.9301,0.9301,0.9301,-2.24
1986-03-26,0.9336,0.9336,0.9336,0.9336,0.38
1986-03-27,0.9334,0.9334,0.9334,0.9334,-0.02
1986-03-28,0.9334,0.9334,0.9334,0.9334,-0.02
1986-03-29,0.9334,0.9334,0.9334,0.9334,-0.02
1986-03-30,0.9334,0.9334,0.9334,0.9334,-0.02
1986-03-31,0.9334,0.9334,0.9334,0.9334,-0.02
1986-04-01,0.9334,0.9334,0.9334,0.9334,0
1986-04-02,0.9207,0.9207,0.9207,0.9207,-1.36
1986-04-03,0.9087,0.9087,0.9087,0.9087,-1.3
1986-04-04,0.8983,0.8983,0.8983,0.8983,-1.14
1986-04-05,0.8983,0.8983,0.8983,0.8983,-1.14
1986-04-06,0.8983,0.8983,0.8983,0.8983,-1.14
1986-04-07,0.8993,0.8993,0.8993,0.8993,0.11
1986-04-08,0.9232,0.9232,0.9232,0.9232,2.66
1986-04-09,0.928,0.928,0.928,0.928,0.52
1986-04-10,0.9257,0.9257,0.9257,0.9257,-0.25
1986-04-11,0.9385,0.9385,0.9385,0.9385,1.38
1986-04-12,0.9385,0.9385,0.9385,0.9385,1.38
1986-04-13,0.9385,0.9385,0.9385,0.9385,1.38
1986-04-14,0.9326,0.9326,0.9326,0.9326,-0.63
1986-04-15,0.932,0.932,0.932,0.932,-0.06
1986-04-16,0.9555,0.9555,0.9555,0.9555,2.52
1986-04-17,0.9689,0.9689,0.9689,0.9689,1.4
1986-04-18,0.9715,0.9715,0.9715,0.9715,0.27
1986-04-19,0.9715,0.9715,0.9715,0.9715,0.27
1986-04-20,0.9715,0.9715,0.9715,0.9715,0.27
1986-04-21,0.9764,0.9764,0.9764,0.9764,0.5
1986-04-22,0.9801,0.9801,0.9801,0.9801,0.38
1986-04-23,0.9828,0.9828,0.9828,0.9828,0.28
1986-04-24,0.9788,0.9788,0.9788,0.9788,-0.41
1986-04-25,0.9878,0.9878,0.9878,0.9878,0.92
1986-04-26,0.9878,0.9878,0.9878,0.9878,0.92
1986-04-27,0.9878,0.9878,0.9878,0.9878,0.92
1986-04-28,0.9945,0.9945,0.9945,0.9945,0.68
1986-04-29,0.9929,0.9929,0.9929,0.9929,-0.16
1986-04-30,0.9938,0.9938,0.9938,0.9938,0.09
1986-05-01,0.9793,0.9793,0.9793,0.9793,-1.46
1986-05-02,0.979,0.979,0.979,0.979,-0.03
1986-05-03,0.979,0.979,0.979,0.979,-0.03
1986-05-04,0.979,0.979,0.979,0.979,-0.03
1986-05-05,0.979,0.979,0.979,0.979,-0.03
1986-05-06,0.9747,0.9747,0.9747,0.9747,-0.44
1986-05-07,0.9846,0.9846,0.987,0.9808,1.02
1986-05-08,0.9827,0.9827,0.9851,0.9804,-0.19
1986-05-09,0.9861,0.9861,0.9894,0.9842,0.35
1986-05-10,0.9861,0.9861,0.9894,0.9842,0.35
1986-05-11,0.9861,0.9861,0.9894,0.9842,0.35
1986-05-12,0.9752,0.9752,0.9889,0.9737,-1.11
1986-05-13,0.9794,0.9794,0.9808,0.9742,0.43
1986-05-14,0.9766,0.9766,0.9827,0.9752,-0.29
1986-05-15,0.9695,0.9695,0.9719,0.9657,-0.73
1986-05-16,0.9643,0.9643,0.9643,0.9614,-0.54
1986-05-17,0.9643,0.9643,0.9643,0.9614,-0.54
1986-05-18,0.9643,0.9643,0.9643,0.9614,-0.54
1986-05-19,0.9581,0.9581,0.97,0.9539,-0.64
1986-05-20,0.9567,0.9567,0.9581,0.9529,-0.15
1986-05-21,0.9434,0.9434,0.9506,0.9434,-1.39
1986-05-22,0.9401,0.9401,0.9472,0.9382,-0.35
1986-05-23,0.9416,0.9416,0.942,0.9411,0.16
1986-05-24,0.9416,0.9416,0.942,0.9411,0.16
1986-05-25,0.9416,0.9416,0.942,0.9411,0.16
1986-05-26,0.9449,0.9449,0.9449,0.9359,0.35
1986-05-27,0.9416,0.9416,0.9487,0.9416,-0.35
1986-05-28,0.9349,0.9349,0.9416,0.9349,-0.71
1986-05-29,0.925,0.925,0.9316,0.925,-1.06
1986-05-30,0.9245,0.9245,0.9278,0.9179,-0.05
1986-05-31,0.9245,0.9245,0.9278,0.9179,-0.05
1986-06-01,0.9245,0.9245,0.9278,0.9179,-0.05
1986-06-02,0.942,0.942,0.9463,0.9307,1.89
1986-06-03,0.9444,0.9444,0.9496,0.9416,0.25
1986-06-04,0.9562,0.9562,0.9577,0.9482,1.25
1986-06-05,0.9619,0.9619,0.9638,0.9581,0.6
1986-06-06,0.9581,0.9581,0.9614,0.9543,-0.4
1986-06-07,0.9581,0.9581,0.9614,0.9543,-0.4
1986-06-08,0.9581,0.9581,0.9614,0.9543,-0.4
1986-06-09,0.9676,0.9676,0.9681,0.9534,0.99
1986-06-10,0.97,0.97,0.9719,0.9667,0.25
1986-06-11,0.9719,0.9719,0.9733,0.9667,0.2
1986-06-12,0.97,0.97,0.97,0.9638,-0.2
1986-06-13,0.9714,0.9714,0.9766,0.9714,0.14
1986-06-14,0.9714,0.9714,0.9766,0.9714,0.14
1986-06-15,0.9714,0.9714,0.9766,0.9714,0.14
1986-06-16,0.96,0.96,0.9667,0.9591,-1.17
1986-06-17,0.9548,0.9548,0.9652,0.9543,-0.54
1986-06-18,0.9581,0.9581,0.9624,0.9577,0.35
1986-06-19,0.9543,0.9543,0.9562,0.9534,-0.4
1986-06-20,0.9472,0.9472,0.9472,0.942,-0.74
1986-06-21,0.9472,0.9472,0.9472,0.942,-0.74
1986-06-22,0.9472,0.9472,0.9472,0.942,-0.74
1986-06-23,0.9619,0.9619,0.9652,0.9591,1.55
1986-06-24,0.9676,0.9676,0.97,0.9629,0.59
1986-06-25,0.9643,0.9643,0.9652,0.9629,-0.34
1986-06-26,0.9714,0.9714,0.9714,0.9652,0.74
1986-06-27,0.9747,0.9747,0.9771,0.9719,0.34
1986-06-28,0.9747,0.9747,0.9771,0.9719,0.34
1986-06-29,0.9747,0.9747,0.9771,0.9719,0.34
1986-06-30,0.9827,0.9827,0.9842,0.9785,0.82
1986-07-01,0.9799,0.9799,0.9818,0.9766,-0.28
1986-07-02,0.9842,0.9842,0.9875,0.9837,0.44
1986-07-03,0.9851,0.9851,0.9861,0.9842,0.09
1986-07-04,0.9827,0.9827,0.9898,0.9823,-0.24
1986-07-05,0.9827,0.9827,0.9898,0.9823,-0.24
1986-07-06,0.9827,0.9827,0.9898,0.9823,-0.24
1986-07-07,0.9808,0.9808,0.9875,0.9804,-0.19
1986-07-08,0.978,0.978,0.9861,0.9752,-0.29
1986-07-09,0.9804,0.9804,0.9827,0.9785,0.25
1986-07-10,0.9766,0.9766,0.9785,0.9761,-0.39
1986-07-11,0.9742,0.9742,0.9742,0.97,-0.25
1986-07-12,0.9742,0.9742,0.9742,0.97,-0.25
1986-07-13,0.9742,0.9742,0.9742,0.97,-0.25
1986-07-14,0.9804,0.9804,0.9842,0.978,0.64
1986-07-15,0.9861,0.9861,0.9889,0.9842,0.58
1986-07-16,0.9889,0.9889,0.9908,0.9865,0.28
1986-07-17,0.9861,0.9861,0.9865,0.9842,-0.28
1986-07-18,0.9984,0.9984,0.9998,0.9913,1.25
1986-07-19,0.9984,0.9984,0.9998,0.9913,1.25
1986-07-20,0.9984,0.9984,0.9998,0.9913,1.25
1986-07-21,0.9913,0.9913,0.9984,0.9898,-0.71
1986-07-22,0.9913,0.9913,0.996,0.9851,0
1986-07-23,0.9913,0.9913,0.9965,0.9903,0
1986-07-24,0.9846,0.9846,0.9894,0.9827,-0.68
1986-07-25,0.9941,0.9941,0.9941,0.9865,0.96
1986-07-26,0.9941,0.9941,0.9941,0.9865,0.96
1986-07-27,0.9941,0.9941,0.9941,0.9865,0.96
1986-07-28,1.0003,1.0003,1.0012,0.9941,0.62
1986-07-29,1.0003,1.0003,1.0031,0.996,0
1986-07-30,1.0083,1.0083,1.0083,1.0041,0.8
1986-07-31,1.0093,1.0093,1.013,1.0074,0.1
1986-08-01,1.0102,1.0102,1.0135,1.0069,0.09
